date,area_name,area_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
7/20/2020,Lambeth,E09000022,-43,-13,92,-64,-62,20
7/21/2020,Lambeth,E09000022,-46,-15,76,-66,-62,21
7/22/2020,Lambeth,E09000022,-46,-15,73,-65,-62,21
7/23/2020,Lambeth,E09000022,-46,-14,59,-66,-62,22
7/24/2020,Lambeth,E09000022,-49,-14,57,-60,-60,20
7/25/2020,Lambeth,E09000022,-54,-21,-27,-49,-23,8
7/26/2020,Lambeth,E09000022,-51,-20,21,-46,-15,4
7/27/2020,Lambeth,E09000022,-46,-18,12,-64,-65,21
7/28/2020,Lambeth,E09000022,-45,-15,50,-65,-63,21
7/29/2020,Lambeth,E09000022,-42,-13,76,-64,-63,20
7/30/2020,Lambeth,E09000022,-40,-11,101,-62,-64,19
7/31/2020,Lambeth,E09000022,-44,-12,83,-58,-62,16
8/1/2020,Lambeth,E09000022,-45,-14,42,-41,-20,3
8/2/2020,Lambeth,E09000022,-47,-21,44,-44,-13,2
8/3/2020,Lambeth,E09000022,-35,-16,61,-63,-64,19
8/4/2020,Lambeth,E09000022,-37,-18,63,-64,-64,20
8/5/2020,Lambeth,E09000022,-35,-18,70,-63,-63,19
8/6/2020,Lambeth,E09000022,-42,-14,76,-63,-63,19
8/7/2020,Lambeth,E09000022,-44,-15,78,-59,-62,17
8/8/2020,Lambeth,E09000022,-47,-18,36,-45,-19,3
8/9/2020,Lambeth,E09000022,-47,-21,51,-45,-14,1
8/10/2020,Lambeth,E09000022,-33,-16,79,-61,-64,18
8/11/2020,Lambeth,E09000022,-32,-15,75,-63,-63,18
8/12/2020,Lambeth,E09000022,-34,-19,74,-63,-63,19
8/13/2020,Lambeth,E09000022,-42,-19,48,-62,-63,21
8/14/2020,Lambeth,E09000022,-45,-20,27,-58,-61,19
8/15/2020,Lambeth,E09000022,-47,-21,4,-46,-21,6
8/16/2020,Lambeth,E09000022,-44,-24,35,-46,-16,3
8/17/2020,Lambeth,E09000022,-32,-21,NA,-61,-63,18
8/18/2020,Lambeth,E09000022,-32,-20,NA,-62,-61,18
8/19/2020,Lambeth,E09000022,-39,-29,-2,-63,-62,21
8/20/2020,Lambeth,E09000022,-37,-15,NA,-61,-61,18
8/21/2020,Lambeth,E09000022,-42,-17,NA,-58,-61,18
8/22/2020,Lambeth,E09000022,-42,-19,39,-43,-15,4
8/23/2020,Lambeth,E09000022,-42,-22,51,-43,-13,3
8/24/2020,Lambeth,E09000022,-29,-24,NA,-60,-61,18
8/25/2020,Lambeth,E09000022,-33,-22,NA,-61,-62,19
8/26/2020,Lambeth,E09000022,-24,-19,NA,-59,-59,17
8/27/2020,Lambeth,E09000022,-40,-23,10,-61,-61,20
8/28/2020,Lambeth,E09000022,-39,-15,22,-56,-60,17
8/29/2020,Lambeth,E09000022,-41,-18,4,-38,-19,4
8/30/2020,Lambeth,E09000022,-31,-19,45,-34,-13,1
8/31/2020,Lambeth,E09000022,-19,-28,NA,-65,-77,18
9/1/2020,Lambeth,E09000022,-34,-13,NA,-58,-59,17
9/2/2020,Lambeth,E09000022,-36,-17,NA,-60,-58,18
9/3/2020,Lambeth,E09000022,-37,-15,NA,-58,-59,18
9/4/2020,Lambeth,E09000022,-37,-14,31,-53,-56,16
9/5/2020,Lambeth,E09000022,-36,-14,26,-38,-16,3
9/6/2020,Lambeth,E09000022,-32,-16,46,-38,-12,3
9/7/2020,Lambeth,E09000022,-31,-14,NA,-56,-58,16
9/8/2020,Lambeth,E09000022,-34,-13,NA,-55,-57,16
9/9/2020,Lambeth,E09000022,-33,-15,NA,-57,-55,16
9/10/2020,Lambeth,E09000022,-32,-10,NA,-54,-56,16
9/11/2020,Lambeth,E09000022,-34,-10,39,-50,-55,15
9/12/2020,Lambeth,E09000022,-34,-12,32,-37,-14,3
9/13/2020,Lambeth,E09000022,-32,-13,72,-37,-7,1
9/14/2020,Lambeth,E09000022,-29,-12,90,-54,-51,14
9/15/2020,Lambeth,E09000022,-32,-11,72,-54,-50,16
9/16/2020,Lambeth,E09000022,-32,-13,53,-56,-51,16
9/17/2020,Lambeth,E09000022,-34,-14,47,-55,-52,15
9/18/2020,Lambeth,E09000022,-35,-10,44,-50,-51,15
9/19/2020,Lambeth,E09000022,-35,-14,37,-37,-11,4
9/20/2020,Lambeth,E09000022,-34,-15,59,-36,-7,2
9/21/2020,Lambeth,E09000022,-31,-12,69,-53,-52,15
9/22/2020,Lambeth,E09000022,-32,-12,58,-52,-50,16
9/23/2020,Lambeth,E09000022,-38,-17,6,-57,-51,18
9/24/2020,Lambeth,E09000022,-38,-13,12,-56,-52,18
9/25/2020,Lambeth,E09000022,-40,-9,5,-52,-51,17
9/26/2020,Lambeth,E09000022,-40,-13,-11,-38,-12,6
9/27/2020,Lambeth,E09000022,-42,-19,-3,-41,-9,5
9/28/2020,Lambeth,E09000022,-31,-13,40,-55,-50,16
9/29/2020,Lambeth,E09000022,-37,-12,24,-55,-49,18
9/30/2020,Lambeth,E09000022,-37,-16,-1,-57,-50,18
10/1/2020,Lambeth,E09000022,-36,-10,17,-55,-49,17
10/2/2020,Lambeth,E09000022,-48,-17,-27,-52,-50,19
10/3/2020,Lambeth,E09000022,-42,-11,-23,-42,-12,7
10/4/2020,Lambeth,E09000022,-47,-25,-39,-43,-12,7
10/5/2020,Lambeth,E09000022,-37,-13,22,-55,-49,17
10/6/2020,Lambeth,E09000022,-39,-13,14,-54,-48,17
10/7/2020,Lambeth,E09000022,-37,-12,20,-57,-48,17
10/8/2020,Lambeth,E09000022,-41,-14,-1,-55,-49,18
10/9/2020,Lambeth,E09000022,-41,-10,-1,-51,-48,16
10/10/2020,Lambeth,E09000022,-40,-12,-9,-38,-9,6
10/11/2020,Lambeth,E09000022,-37,-15,17,-36,-6,5
10/12/2020,Lambeth,E09000022,-40,-19,-8,-56,-49,17
10/13/2020,Lambeth,E09000022,-44,-19,-12,-56,-48,19
10/14/2020,Lambeth,E09000022,-38,-13,3,-57,-47,18
10/15/2020,Lambeth,E09000022,-38,-14,-1,-54,-47,18
10/16/2020,Lambeth,E09000022,-38,-7,13,-48,-47,16
10/17/2020,Lambeth,E09000022,-43,-12,-5,-45,-10,8
10/18/2020,Lambeth,E09000022,-41,-16,10,-44,-10,7
10/19/2020,Lambeth,E09000022,-39,-14,20,-58,-50,18
10/20/2020,Lambeth,E09000022,-41,-15,22,-57,-49,19
10/21/2020,Lambeth,E09000022,-46,-19,-19,-61,-50,21
10/22/2020,Lambeth,E09000022,-39,-13,17,-57,-50,19
10/23/2020,Lambeth,E09000022,-41,-9,6,-55,-50,19
10/24/2020,Lambeth,E09000022,-43,-15,-15,-43,-11,8
10/25/2020,Lambeth,E09000022,-36,-14,4,-43,-8,6
10/26/2020,Lambeth,E09000022,-34,-16,41,-58,-55,19
10/27/2020,Lambeth,E09000022,-41,-18,-3,-60,-55,21
10/28/2020,Lambeth,E09000022,-36,-15,14,-60,-54,21
10/29/2020,Lambeth,E09000022,-42,-18,-6,-59,-56,21
10/30/2020,Lambeth,E09000022,-39,-8,18,-53,-54,19
10/31/2020,Lambeth,E09000022,-42,-11,-20,-40,-10,8
11/1/2020,Lambeth,E09000022,-35,-14,-3,-37,-6,5
11/2/2020,Lambeth,E09000022,-29,-11,20,-55,-48,17
11/3/2020,Lambeth,E09000022,-25,-10,5,-52,-46,16
11/4/2020,Lambeth,E09000022,-15,-8,29,-51,-45,14
11/5/2020,Lambeth,E09000022,-65,-15,-6,-66,-56,25
11/6/2020,Lambeth,E09000022,-67,-10,-8,-65,-57,27
11/7/2020,Lambeth,E09000022,-67,-13,-7,-64,-34,16
11/8/2020,Lambeth,E09000022,-67,-20,-3,-64,-35,13
11/9/2020,Lambeth,E09000022,-60,-21,9,-65,-56,24
11/10/2020,Lambeth,E09000022,-62,-13,17,-65,-55,24
11/11/2020,Lambeth,E09000022,-62,-15,1,-67,-56,25
11/12/2020,Lambeth,E09000022,-62,-12,11,-65,-57,25
11/13/2020,Lambeth,E09000022,-65,-5,3,-63,-56,25
11/14/2020,Lambeth,E09000022,-69,-15,-42,-63,-35,17
11/15/2020,Lambeth,E09000022,-66,-18,-10,-63,-34,13
11/16/2020,Lambeth,E09000022,-60,-16,5,-64,-56,23
11/17/2020,Lambeth,E09000022,-62,-13,7,-64,-55,24
11/18/2020,Lambeth,E09000022,-62,-14,4,-66,-55,25
11/19/2020,Lambeth,E09000022,-64,-13,-4,-65,-56,25
11/20/2020,Lambeth,E09000022,-66,-8,-15,-63,-56,26
11/21/2020,Lambeth,E09000022,-66,-9,-8,-59,-32,15
11/22/2020,Lambeth,E09000022,-62,-13,23,-58,-31,11
11/23/2020,Lambeth,E09000022,-58,-16,10,-64,-55,23
11/24/2020,Lambeth,E09000022,-60,-14,16,-64,-54,24
11/25/2020,Lambeth,E09000022,-61,-14,-7,-66,-54,25
11/26/2020,Lambeth,E09000022,-62,-13,3,-64,-55,24
11/27/2020,Lambeth,E09000022,-62,-6,-3,-62,-55,25
11/28/2020,Lambeth,E09000022,-62,-7,-15,-57,-30,14
11/29/2020,Lambeth,E09000022,-64,-17,-7,-61,-32,12
11/30/2020,Lambeth,E09000022,-56,-17,-3,-62,-52,22
12/1/2020,Lambeth,E09000022,-58,-12,5,-62,-51,23
12/2/2020,Lambeth,E09000022,-44,-13,-6,-62,-47,20
12/3/2020,Lambeth,E09000022,-49,-19,-27,-59,-48,21
12/4/2020,Lambeth,E09000022,-46,-8,-15,-53,-47,19
12/5/2020,Lambeth,E09000022,-42,-11,-11,-39,-10,7
12/6/2020,Lambeth,E09000022,-43,-15,-11,-41,-8,6
12/7/2020,Lambeth,E09000022,-42,-15,-5,-58,-48,18
12/8/2020,Lambeth,E09000022,-45,-12,-5,-57,-45,19
12/9/2020,Lambeth,E09000022,-44,-12,-8,-59,-47,19
12/10/2020,Lambeth,E09000022,-45,-12,-3,-55,-48,19
12/11/2020,Lambeth,E09000022,-46,-7,1,-51,-48,18
12/12/2020,Lambeth,E09000022,-43,-10,-12,-40,-10,7
12/13/2020,Lambeth,E09000022,-48,-19,-26,-45,-10,7
12/14/2020,Lambeth,E09000022,-42,-16,-5,-57,-50,18
12/15/2020,Lambeth,E09000022,-36,-8,15,-55,-48,17
12/16/2020,Lambeth,E09000022,-55,-10,-11,-64,-52,22
12/17/2020,Lambeth,E09000022,-53,-6,10,-63,-55,22
12/18/2020,Lambeth,E09000022,-60,-8,-16,-61,-58,24
12/19/2020,Lambeth,E09000022,-60,-8,-24,-55,-19,11
12/20/2020,Lambeth,E09000022,-68,-15,-12,-63,-23,11
12/21/2020,Lambeth,E09000022,-58,-3,-12,-72,-65,25
12/22/2020,Lambeth,E09000022,-59,3,0,-73,-67,26
12/23/2020,Lambeth,E09000022,-58,13,-7,-75,-68,27
12/24/2020,Lambeth,E09000022,-63,13,-1,-78,-73,28
12/25/2020,Lambeth,E09000022,-93,-86,-19,-96,-89,40
12/26/2020,Lambeth,E09000022,-87,-56,-49,-83,-50,20
12/27/2020,Lambeth,E09000022,-74,-36,-19,-73,-27,13
12/28/2020,Lambeth,E09000022,-70,-35,-4,-83,-80,33
12/29/2020,Lambeth,E09000022,-67,-21,-4,-80,-73,30
12/30/2020,Lambeth,E09000022,-65,-11,8,-80,-72,30
12/31/2020,Lambeth,E09000022,-67,1,1,-79,-74,30
1/1/2021,Lambeth,E09000022,-87,-59,-28,-87,-86,39
1/2/2021,Lambeth,E09000022,-77,-29,-33,-76,-37,18
1/3/2021,Lambeth,E09000022,-75,-30,-27,-72,-28,14
1/4/2021,Lambeth,E09000022,-67,-24,-26,-74,-63,28
1/5/2021,Lambeth,E09000022,-72,-24,-33,-75,-64,30
1/6/2021,Lambeth,E09000022,-71,-20,-9,-77,-65,31
1/7/2021,Lambeth,E09000022,-72,-22,-10,-76,-67,31
1/8/2021,Lambeth,E09000022,-75,-21,-24,-74,-65,32
1/9/2021,Lambeth,E09000022,-75,-21,-22,-74,-34,18
1/10/2021,Lambeth,E09000022,-76,-29,-32,-75,-35,15
1/11/2021,Lambeth,E09000022,-69,-26,-12,-75,-65,29
1/12/2021,Lambeth,E09000022,-72,-25,-14,-76,-66,31
1/13/2021,Lambeth,E09000022,-73,-27,-31,-77,-67,31
1/14/2021,Lambeth,E09000022,-76,-28,-37,-77,-69,32
1/15/2021,Lambeth,E09000022,-75,-19,-16,-75,-66,31
1/16/2021,Lambeth,E09000022,-78,-24,-43,-75,-38,19
1/17/2021,Lambeth,E09000022,-73,-24,-3,-73,-32,13
1/18/2021,Lambeth,E09000022,-69,-28,-4,-75,-66,28
1/19/2021,Lambeth,E09000022,-72,-25,-13,-76,-66,30
1/20/2021,Lambeth,E09000022,-74,-28,-26,-77,-67,31
1/21/2021,Lambeth,E09000022,-72,-21,-4,-76,-67,30
1/22/2021,Lambeth,E09000022,-73,-18,2,-73,-65,30
1/23/2021,Lambeth,E09000022,-74,-19,-20,-70,-37,17
1/24/2021,Lambeth,E09000022,-77,-31,-4,-75,-38,15
1/25/2021,Lambeth,E09000022,-67,-24,3,-74,-66,28
1/26/2021,Lambeth,E09000022,-71,-25,-23,-75,-66,29
1/27/2021,Lambeth,E09000022,-71,-21,-13,-76,-66,30
1/28/2021,Lambeth,E09000022,-70,-18,-7,-75,-66,30
1/29/2021,Lambeth,E09000022,-73,-15,-16,-72,-65,30
1/30/2021,Lambeth,E09000022,-76,-20,-53,-73,-39,19
1/31/2021,Lambeth,E09000022,-72,-22,-19,-71,-35,13
2/1/2021,Lambeth,E09000022,-66,-21,-8,-73,-65,28
2/2/2021,Lambeth,E09000022,-69,-19,2,-73,-65,28
2/3/2021,Lambeth,E09000022,-70,-21,-16,-76,-65,30
2/4/2021,Lambeth,E09000022,-70,-19,-19,-75,-66,30
2/5/2021,Lambeth,E09000022,-69,-8,14,-72,-64,29
2/6/2021,Lambeth,E09000022,-73,-14,-31,-70,-37,16
2/7/2021,Lambeth,E09000022,-77,-30,-52,-74,-41,15
2/8/2021,Lambeth,E09000022,-70,-26,-22,-74,-66,29
2/9/2021,Lambeth,E09000022,-72,-23,-22,-75,-66,30
2/10/2021,Lambeth,E09000022,-68,-16,-18,-76,-65,29
2/11/2021,Lambeth,E09000022,-69,-16,-17,-75,-66,30
2/12/2021,Lambeth,E09000022,-71,-11,-21,-72,-64,30
2/13/2021,Lambeth,E09000022,-71,-11,-30,-69,-37,17
2/14/2021,Lambeth,E09000022,-71,-20,-24,-69,-36,14
2/15/2021,Lambeth,E09000022,-65,-19,14,-72,-67,27
2/16/2021,Lambeth,E09000022,-68,-17,-11,-73,-68,29
2/17/2021,Lambeth,E09000022,-68,-17,-13,-74,-67,29
2/18/2021,Lambeth,E09000022,-68,-14,1,-73,-68,29
2/19/2021,Lambeth,E09000022,-70,-8,-3,-69,-66,29
2/20/2021,Lambeth,E09000022,-68,-10,12,-64,-35,14
2/21/2021,Lambeth,E09000022,-68,-18,22,-65,-36,12
2/22/2021,Lambeth,E09000022,-66,-21,-5,-71,-64,27
2/23/2021,Lambeth,E09000022,-64,-15,30,-71,-64,27
2/24/2021,Lambeth,E09000022,-65,-13,26,-73,-64,28
2/25/2021,Lambeth,E09000022,-67,-13,11,-72,-65,29
2/26/2021,Lambeth,E09000022,-65,-3,57,-68,-63,27
2/27/2021,Lambeth,E09000022,-66,-7,34,-62,-34,13
2/28/2021,Lambeth,E09000022,-68,-18,15,-65,-33,12
3/1/2021,Lambeth,E09000022,-62,-15,21,-70,-63,26
3/2/2021,Lambeth,E09000022,-65,-15,16,-71,-63,27
3/3/2021,Lambeth,E09000022,-68,-18,-11,-73,-64,28
3/4/2021,Lambeth,E09000022,-67,-12,-7,-72,-65,28
3/5/2021,Lambeth,E09000022,-67,-5,7,-68,-62,27
3/6/2021,Lambeth,E09000022,-68,-9,-9,-63,-35,15
3/7/2021,Lambeth,E09000022,-66,-16,17,-63,-34,12
3/8/2021,Lambeth,E09000022,-60,-12,25,-68,-61,24
3/9/2021,Lambeth,E09000022,-62,-7,61,-67,-61,24
3/10/2021,Lambeth,E09000022,-69,-16,-20,-70,-61,27
3/11/2021,Lambeth,E09000022,-66,-9,7,-68,-62,26
3/12/2021,Lambeth,E09000022,-67,-2,15,-65,-60,25
3/13/2021,Lambeth,E09000022,-68,-5,-14,-61,-34,14
3/14/2021,Lambeth,E09000022,-66,-12,3,-61,-29,10
3/15/2021,Lambeth,E09000022,-63,-13,22,-66,-59,23
3/16/2021,Lambeth,E09000022,-64,-11,19,-66,-59,24
3/17/2021,Lambeth,E09000022,-64,-9,15,-68,-59,25
3/18/2021,Lambeth,E09000022,-66,-10,4,-67,-60,25
3/19/2021,Lambeth,E09000022,-66,0,47,-63,-58,23
3/20/2021,Lambeth,E09000022,-68,-9,0,-60,-33,14
3/21/2021,Lambeth,E09000022,-67,-14,23,-61,-30,11
3/22/2021,Lambeth,E09000022,-60,-9,67,-64,-58,22
3/23/2021,Lambeth,E09000022,-64,-9,43,-65,-58,23
3/24/2021,Lambeth,E09000022,-64,-8,31,-67,-58,24
3/25/2021,Lambeth,E09000022,-66,-8,15,-66,-60,25
3/26/2021,Lambeth,E09000022,-68,-2,1,-63,-58,25
3/27/2021,Lambeth,E09000022,-66,-3,19,-57,-32,12
3/28/2021,Lambeth,E09000022,-70,-18,0,-62,-31,12
3/29/2021,Lambeth,E09000022,-58,-5,132,-62,-57,20
3/30/2021,Lambeth,E09000022,-58,0,172,-60,-57,19
3/31/2021,Lambeth,E09000022,-59,2,93,-63,-57,21
4/1/2021,Lambeth,E09000022,-57,13,75,-62,-62,21
4/2/2021,Lambeth,E09000022,-69,-4,65,-71,-79,28
4/3/2021,Lambeth,E09000022,-70,-6,7,-57,-35,11
4/4/2021,Lambeth,E09000022,-72,-33,87,-50,-29,6
4/5/2021,Lambeth,E09000022,-65,-21,68,-76,-82,28
4/6/2021,Lambeth,E09000022,-64,-10,34,-66,-63,24
4/7/2021,Lambeth,E09000022,-64,-11,31,-67,-64,25
4/8/2021,Lambeth,E09000022,-63,-9,46,-66,-63,25
4/9/2021,Lambeth,E09000022,-66,-5,56,-62,-62,24
4/10/2021,Lambeth,E09000022,-70,-10,-12,-58,-31,13
4/11/2021,Lambeth,E09000022,-65,-14,41,-53,-26,9
4/12/2021,Lambeth,E09000022,-38,-11,54,-59,-60,19
4/13/2021,Lambeth,E09000022,-46,-10,53,-60,-61,20
4/14/2021,Lambeth,E09000022,-45,-6,56,-60,-61,20
4/15/2021,Lambeth,E09000022,-50,-8,32,-60,-61,21
4/16/2021,Lambeth,E09000022,-49,-1,69,-55,-60,18
4/17/2021,Lambeth,E09000022,-50,-7,55,-40,-23,5
4/18/2021,Lambeth,E09000022,-47,-11,76,-42,-18,4
4/19/2021,Lambeth,E09000022,-45,-6,92,-58,-53,17
4/20/2021,Lambeth,E09000022,-46,-4,74,-57,-51,18
4/21/2021,Lambeth,E09000022,-44,-5,47,-60,-53,19
4/22/2021,Lambeth,E09000022,-43,-3,74,-57,-52,18
4/23/2021,Lambeth,E09000022,-43,0,87,-53,-51,16
4/24/2021,Lambeth,E09000022,-45,-4,59,-36,-19,4
4/25/2021,Lambeth,E09000022,-46,-11,43,-39,-20,5
4/26/2021,Lambeth,E09000022,-42,-6,78,-58,-51,17
4/27/2021,Lambeth,E09000022,-43,-4,61,-56,-50,17
4/28/2021,Lambeth,E09000022,-46,-6,14,-58,-52,19
4/29/2021,Lambeth,E09000022,-43,-2,34,-56,-52,18
4/30/2021,Lambeth,E09000022,-44,3,45,-51,-51,16
5/1/2021,Lambeth,E09000022,-43,-4,34,-32,-20,5
5/2/2021,Lambeth,E09000022,-41,-12,43,-34,-18,4
5/3/2021,Lambeth,E09000022,-43,-19,49,-68,-80,24
5/4/2021,Lambeth,E09000022,-48,-4,22,-56,-51,18
5/5/2021,Lambeth,E09000022,-48,-7,26,-58,-50,18
5/6/2021,Lambeth,E09000022,-44,0,44,-57,-52,17
5/7/2021,Lambeth,E09000022,-44,1,62,-52,-49,16
5/8/2021,Lambeth,E09000022,-52,-9,-12,-43,-20,9
5/9/2021,Lambeth,E09000022,-42,-10,66,-34,-16,5
5/10/2021,Lambeth,E09000022,-42,-5,53,-56,-50,17
5/11/2021,Lambeth,E09000022,-41,-3,60,-54,-48,17
5/12/2021,Lambeth,E09000022,-39,-2,59,-57,-50,17
5/13/2021,Lambeth,E09000022,-47,-6,28,-56,-52,18
5/14/2021,Lambeth,E09000022,-43,1,46,-51,-49,16
5/15/2021,Lambeth,E09000022,-47,-5,8,-34,-20,6
5/16/2021,Lambeth,E09000022,-50,-13,-1,-40,-18,7
5/17/2021,Lambeth,E09000022,-37,-9,30,-53,-49,16
5/18/2021,Lambeth,E09000022,-38,-5,40,-52,-47,16
5/19/2021,Lambeth,E09000022,-36,-2,48,-54,-48,15
5/20/2021,Lambeth,E09000022,-38,-2,25,-53,-49,15
5/21/2021,Lambeth,E09000022,-44,-2,1,-49,-48,15
5/22/2021,Lambeth,E09000022,-38,-4,29,-26,-15,3
5/23/2021,Lambeth,E09000022,-41,-10,22,-27,-14,4
5/24/2021,Lambeth,E09000022,-40,-8,28,-56,-49,17
5/25/2021,Lambeth,E09000022,-40,-2,38,-54,-46,16
5/26/2021,Lambeth,E09000022,-34,0,48,-54,-46,15
5/27/2021,Lambeth,E09000022,-28,1,88,-50,-45,13
5/28/2021,Lambeth,E09000022,-34,4,61,-45,-42,12
5/29/2021,Lambeth,E09000022,-33,-3,77,-15,-7,-1
5/30/2021,Lambeth,E09000022,-22,-4,128,-12,-7,-2
5/31/2021,Lambeth,E09000022,-21,-7,248,-53,-78,14
6/1/2021,Lambeth,E09000022,-28,3,159,-51,-53,14
6/2/2021,Lambeth,E09000022,-29,2,139,-53,-53,15
6/3/2021,Lambeth,E09000022,-27,2,132,-51,-52,14
6/4/2021,Lambeth,E09000022,-42,-6,13,-48,-50,16
6/5/2021,Lambeth,E09000022,-32,1,97,-23,0,0
6/6/2021,Lambeth,E09000022,-33,-5,79,-25,-5,1
6/7/2021,Lambeth,E09000022,-28,4,113,-52,-45,14
6/8/2021,Lambeth,E09000022,-30,3,121,-51,-42,14
6/9/2021,Lambeth,E09000022,-27,7,126,-52,-42,13
6/10/2021,Lambeth,E09000022,-29,5,90,-50,-43,14
6/11/2021,Lambeth,E09000022,-32,8,80,-46,-41,13
6/12/2021,Lambeth,E09000022,-33,1,90,-22,0,0
6/13/2021,Lambeth,E09000022,-31,-1,105,-22,-3,-1
6/14/2021,Lambeth,E09000022,-29,4,116,-51,-44,14
6/15/2021,Lambeth,E09000022,-30,3,91,-50,-41,14
6/16/2021,Lambeth,E09000022,-27,5,101,-51,-42,14
6/17/2021,Lambeth,E09000022,-35,-2,36,-51,-44,16
6/18/2021,Lambeth,E09000022,-40,-4,-3,-47,-42,15
6/19/2021,Lambeth,E09000022,-35,-6,26,-31,-1,3
6/20/2021,Lambeth,E09000022,-34,-9,33,-34,-3,2
6/21/2021,Lambeth,E09000022,-37,-7,19,-54,-45,16
6/22/2021,Lambeth,E09000022,-31,-2,49,-51,-41,15
6/23/2021,Lambeth,E09000022,-26,0,90,-52,-42,14
6/24/2021,Lambeth,E09000022,-28,-1,65,-50,-42,14
6/25/2021,Lambeth,E09000022,-30,4,64,-45,-41,12
6/26/2021,Lambeth,E09000022,-31,-3,57,-22,0,1
6/27/2021,Lambeth,E09000022,-34,-9,36,-26,-2,2
6/28/2021,Lambeth,E09000022,-33,-3,57,-52,-44,14
6/29/2021,Lambeth,E09000022,-31,-7,30,-53,-43,14
6/30/2021,Lambeth,E09000022,-31,0,53,-53,-42,13
7/1/2021,Lambeth,E09000022,-26,1,80,-49,-42,13
7/2/2021,Lambeth,E09000022,-32,3,79,-45,-41,12
7/3/2021,Lambeth,E09000022,-34,-5,29,-26,1,2
7/4/2021,Lambeth,E09000022,-31,-7,43,-27,-1,2
7/5/2021,Lambeth,E09000022,-31,-3,64,-52,-44,15
7/6/2021,Lambeth,E09000022,-36,-6,22,-50,-42,16
7/7/2021,Lambeth,E09000022,-26,1,49,-50,-42,14
7/8/2021,Lambeth,E09000022,-29,0,65,-50,-44,15
7/9/2021,Lambeth,E09000022,-31,2,66,-45,-42,13
7/10/2021,Lambeth,E09000022,-33,-4,34,-25,0,2
7/11/2021,Lambeth,E09000022,-25,0,58,-13,1,-1
7/12/2021,Lambeth,E09000022,-35,-9,42,-51,-48,16
7/13/2021,Lambeth,E09000022,-31,0,82,-50,-44,15
7/14/2021,Lambeth,E09000022,-28,0,80,-51,-44,15
7/15/2021,Lambeth,E09000022,-30,-1,64,-51,-44,15
7/16/2021,Lambeth,E09000022,-30,6,99,-46,-43,12
7/17/2021,Lambeth,E09000022,-33,-2,76,-25,0,0
7/18/2021,Lambeth,E09000022,-32,-5,88,-24,-4,-2
7/19/2021,Lambeth,E09000022,-27,3,105,-51,-47,14
7/20/2021,Lambeth,E09000022,-29,2,96,-50,-45,14
7/21/2021,Lambeth,E09000022,-26,4,97,-50,-45,14
7/22/2021,Lambeth,E09000022,-23,5,105,-47,-46,13
7/23/2021,Lambeth,E09000022,-29,2,83,-44,-47,12
7/24/2021,Lambeth,E09000022,-34,-10,23,-25,-2,1
7/25/2021,Lambeth,E09000022,-40,-19,-1,-25,-3,2
7/26/2021,Lambeth,E09000022,-25,-2,106,-52,-53,14
7/27/2021,Lambeth,E09000022,-28,-5,74,-52,-51,16
7/28/2021,Lambeth,E09000022,-31,-11,32,-53,-50,16
7/29/2021,Lambeth,E09000022,-23,-1,94,-48,-50,13
7/30/2021,Lambeth,E09000022,-32,-5,23,-44,-50,14
7/31/2021,Lambeth,E09000022,-32,-11,21,-18,-1,1
8/1/2021,Lambeth,E09000022,-26,-8,60,-14,-2,0
8/2/2021,Lambeth,E09000022,-24,-6,97,-50,-54,15
8/3/2021,Lambeth,E09000022,-28,-5,101,-50,-51,15
8/4/2021,Lambeth,E09000022,-25,-4,115,-50,-51,14
8/5/2021,Lambeth,E09000022,-29,-7,57,-49,-52,15
8/6/2021,Lambeth,E09000022,-34,-7,42,-45,-51,14
8/7/2021,Lambeth,E09000022,-36,-17,6,-22,-4,3
8/8/2021,Lambeth,E09000022,-31,-15,30,-18,-2,1
8/9/2021,Lambeth,E09000022,-31,-11,57,-52,-55,16
8/10/2021,Lambeth,E09000022,-22,-3,128,-46,-51,14
8/11/2021,Lambeth,E09000022,-20,-3,126,-49,-51,13
8/12/2021,Lambeth,E09000022,-26,-6,92,-48,-52,13
8/13/2021,Lambeth,E09000022,-32,-3,72,-44,-51,13
8/14/2021,Lambeth,E09000022,-29,-10,60,-14,-2,-1
8/15/2021,Lambeth,E09000022,-30,-11,73,-16,-2,-1
8/16/2021,Lambeth,E09000022,-26,-7,91,-51,-54,14
8/17/2021,Lambeth,E09000022,-29,-8,78,-49,-52,15
8/18/2021,Lambeth,E09000022,-26,-4,98,-50,-49,14
8/19/2021,Lambeth,E09000022,-27,-7,88,-49,-51,13
8/20/2021,Lambeth,E09000022,-30,-6,78,-41,-50,12
8/21/2021,Lambeth,E09000022,-35,-15,23,-21,-2,1
8/22/2021,Lambeth,E09000022,-34,-16,54,-19,-1,0
8/23/2021,Lambeth,E09000022,-27,-8,112,-51,-53,14
8/24/2021,Lambeth,E09000022,-26,-7,112,-48,-50,13
8/25/2021,Lambeth,E09000022,-22,-6,122,-49,-50,13
8/26/2021,Lambeth,E09000022,-27,-9,83,-48,-51,13
8/27/2021,Lambeth,E09000022,-29,-4,78,-43,-51,11
8/28/2021,Lambeth,E09000022,-32,-11,47,-13,-4,-1
